Epoch-Num	Learning-Rate	Train-Loss	Train-acc-B	Train-acc	Valid-Loss	Valid-acc-B	Valid-acc	
0.000000	0.099997	3.545000	5.488000	12.438000	3.773000	6.475000	10.494000	
1.000000	0.099990	3.129000	10.401000	25.668000	3.174000	12.375000	19.895000	
2.000000	0.099977	2.936000	14.549000	32.812000	2.909000	16.350000	26.175000	
3.000000	0.099958	2.816000	17.674000	36.945000	3.314000	11.125000	18.031000	
4.000000	0.099935	2.735000	20.106000	40.008000	2.797000	20.920000	32.901000	
5.000000	0.099906	2.655000	22.745000	42.887000	2.640000	27.442000	42.909000	
6.000000	0.099872	2.577000	25.907000	46.299000	2.550000	30.753000	43.639000	
7.000000	0.099833	2.504000	28.821000	49.476000	2.384000	35.473000	49.028000	
8.000000	0.099789	2.421000	32.263000	53.392000	2.417000	38.056000	50.527000	
9.000000	0.099740	2.373000	34.967000	55.993000	2.335000	39.160000	50.243000	
10.000000	0.099685	2.314000	38.005000	58.779000	2.170000	46.234000	61.467000	
11.000000	0.099625	2.277000	39.099000	60.012000	2.123000	46.677000	61.507000	
12.000000	0.099561	2.244000	41.319000	61.832000	2.144000	49.298000	61.994000	
13.000000	0.099490	2.190000	43.572000	63.703000	2.068000	52.502000	67.464000	
14.000000	0.099415	2.172000	44.679000	64.350000	2.043000	53.136000	66.126000	
15.000000	0.099335	2.140000	46.596000	65.861000	2.005000	56.855000	70.462000	
16.000000	0.099249	2.116000	47.789000	66.766000	1.993000	55.963000	69.854000	
17.000000	0.099159	2.104000	49.447000	67.815000	2.067000	53.376000	66.451000	
18.000000	0.099063	2.073000	51.179000	69.130000	1.902000	63.405000	75.162000	
19.000000	0.098962	2.063000	51.856000	69.829000	1.866000	63.170000	78.120000	
20.000000	0.098856	2.052000	52.699000	70.415000	1.884000	62.174000	74.716000	
21.000000	0.098745	2.024000	54.844000	71.854000	1.953000	61.064000	72.609000	
22.000000	0.098629	2.012000	55.900000	72.481000	1.857000	66.176000	78.890000	
23.000000	0.098508	2.002000	56.403000	72.687000	1.819000	65.059000	78.485000	
24.000000	0.098381	1.989000	57.592000	73.530000	1.771000	67.441000	80.146000	
25.000000	0.098250	1.980000	58.180000	73.715000	1.797000	69.806000	80.308000	
26.000000	0.098114	1.966000	59.135000	74.599000	1.775000	68.317000	80.673000	
27.000000	0.097973	1.961000	59.661000	74.918000	1.788000	70.280000	80.308000	
28.000000	0.097826	1.945000	59.967000	75.319000	1.721000	71.474000	83.063000	
